,Unnamed: 0,data_id,event_date,year,time_precision,event_type,actor1,actor1_type,actor2,actor2_type,interaction_type,region1,region2,region3,location,latitude,longitude,geo_precision,fatalities,Month,Day
3621,3621,1476562,2014/12/16,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Eastern Equatoria,Magwi,Pageri,Nimule,3.6019,32.0831,2,0,12,16
3622,3622,735369,2014/12/16,2014,1,Strategic development,Unidentified Armed Group (South Sudan),Political militia,,0,30,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,0,12,16
3623,3623,563131,2014/12/15,2014,3,Remote violence,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Warrap,Gogrial West,Kuajok,Kuajok,8.285,27.9762,3,3,12,15
3624,3624,1476678,2014/12/13,2014,1,Strategic development,Police Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,0,12,13
3625,3625,1476720,2014/12/12,2014,1,Battle-No change of territory,Unidentified Armed Group (South Sudan),Political militia,Military Forces of South Sudan (2011-),Government or mutinous force,13,Upper Nile,Luakpiny/Nasir,,Nasir,8.6,33.0667,1,0,12,12
3626,3626,1476721,2014/12/12,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Upper Nile,Renk,Renk,Renk,11.75,32.8,2,0,12,12
3627,3627,1476722,2014/12/12,2014,1,Battle-Non-state actor overtakes territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Fangak,Toch (Old Fangak),Fangak,9.0732,30.8793,1,11,12,12
3628,3628,1476723,2014/12/12,2014,1,Riots/Protests,Protesters (South Sudan),Protesters,UNMISS: United Nations Mission in the Republic of South Sudan (2011-),Outside/external force (e.g. UN),68,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,12,12
3629,3629,1476724,2014/12/12,2014,1,Battle-No change of territory,Pagok Clan Militia (South Sudan),Ethnic militia,Pagok Clan Militia (South Sudan),Ethnic militia,44,Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,2,13,12,12
3630,3630,1476751,2014/12/11,2014,1,Battle-No change of territory,Police Forces of South Sudan (2011-),Government or mutinous force,Police Forces of South Sudan (2011-),Government or mutinous force,11,Warrap,Gogrial West,Kuajok,Kuajok,8.285,27.9762,1,0,12,11
3631,3631,563124,2014/12/11,2014,1,Violence against civilians,Arab Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Warrap,Twic,Ajakkuac,Majak,9.19,28.64,2,3,12,11
3632,3632,1476752,2014/12/11,2014,1,Battle-No change of territory,Pagok Clan Militia (South Sudan),Ethnic militia,Pagok Clan Militia (South Sudan),Ethnic militia,44,Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,2,13,12,11
3633,3633,1476753,2014/12/11,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Fangak,Toch (Old Fangak),Fangak,9.0732,30.8793,1,11,12,11
3634,3634,563120,2014/12/10,2014,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Equatoria,Maridi,Maridi,Maridi,4.9238,29.4626,1,1,12,10
3635,3635,1476784,2014/12/10,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Fangak,Toch (Old Fangak),Fangak,9.0732,30.8793,1,11,12,10
3636,3636,1476785,2014/12/10,2014,1,Violence against civilians,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (Uganda),Civilians,17,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,3,12,10
3637,3637,1476844,2014/12/9,2014,1,Violence against civilians,Misseriya Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Warrap,Twic,Ajakkuac,Majak,9.19,28.64,2,4,12,9
3638,3638,1476812,2014/12/9,2014,1,Violence against civilians,Misseriya Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Warrap,Twic,Ajakkuac,Majak,9.19,28.64,1,3,12,9
3639,3639,1476813,2014/12/9,2014,1,Violence against civilians,Rioters (South Sudan),Rioters,Civilians (South Sudan),Civilians,57,Warrap,Gogrial West,Gogrial,Gogrial,8.5348,28.1114,1,5,12,9
3640,3640,1476845,2014/12/9,2014,2,Battle-Government regains territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Fangak,Toch (Old Fangak),Fangak,9.0732,30.8793,1,11,12,9
3641,3641,1476875,2014/12/8,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Fangak,Toch (Old Fangak),Fangak,9.0732,30.8793,1,11,12,8
3642,3642,1476908,2014/12/7,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Fangak,Toch (Old Fangak),Fangak,9.0732,30.8793,1,11,12,7
3643,3643,1476917,2014/12/6,2014,1,Battle-No change of territory,Loroyo Communal Militia (South Sudan),Ethnic militia,Idali Communal Militia (South Sudan),Ethnic militia,44,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,2,24,12,6
3644,3644,1476943,2014/12/6,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Fangak,Toch (Old Fangak),Fangak,9.0732,30.8793,1,12,12,6
3645,3645,1477061,2014/12/3,2014,2,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,Police Forces of South Sudan (2011-),Government or mutinous force,11,Upper Nile,Melut,Renk,Melut,10.4495,32.2085,1,4,12,3
3646,3646,1477116,2014/12/2,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Fangak,Toch (Old Fangak),Fangak,9.0732,30.8793,1,0,12,2
3647,3647,1477117,2014/12/2,2014,1,Violence against civilians,LRA: Lords Resistance Army,Rebel force,Civilians (South Sudan),Civilians,27,Western Equatoria,Ezo,Ezo,Ezo,5.0706,27.4722,2,0,12,2
3648,3648,1477158,2014/12/1,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Fangak,Toch (Old Fangak),Fangak,9.0732,30.8793,1,0,12,1
3649,3649,1477227,2014/11/30,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Fangak,Toch (Old Fangak),Fangak,9.0732,30.8793,1,0,11,30
3650,3650,563104,2014/11/30,2014,1,Violence against civilians,LRA: Lords Resistance Army,Rebel force,Civilians (South Sudan),Civilians,27,Western Equatoria,Ezo,Ezo,Ezo,5.0706,27.4722,2,0,11,30
3651,3651,1477283,2014/11/29,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Fangak,Toch (Old Fangak),Fangak,9.0732,30.8793,1,0,11,29
3652,3652,1477325,2014/11/28,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Fangak,Toch (Old Fangak),Fangak,9.0732,30.8793,1,0,11,28
3653,3653,1477386,2014/11/27,2014,1,Battle-Government regains territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Fangak,Toch (Old Fangak),Fangak,9.0732,30.8793,1,0,11,27
3654,3654,1477344,2014/11/27,2014,1,Battle-No change of territory,Unidentified Armed Group (South Sudan),Political militia,Unidentified Armed Group (South Sudan),Political militia,33,Lakes,Rumbek East,,Akuoc-cok,6.86,30.22,1,1,11,27
3655,3655,1477423,2014/11/26,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Fangak,Toch (Old Fangak),Fangak,9.0732,30.8793,1,0,11,26
3656,3656,563099,2014/11/26,2014,2,Violence against civilians,Unidentified Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Western Equatoria,Mvolo,,Lesi,5.87,30.31,1,2,11,26
3657,3657,1477486,2014/11/24,2014,1,Riots/Protests,Rioters (South Sudan),Rioters,Police Forces of South Sudan (2011-),Government or mutinous force,15,Western Equatoria,Yambio,Yambio,Yambio,4.5710000000000015,28.4104,1,0,11,24
3658,3658,1477654,2014/11/20,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Upper Nile,Luakpiny/Nasir,,Nasir,8.6,33.0667,1,0,11,20
3659,3659,1477630,2014/11/20,2014,1,Violence against civilians,Military Forces of South Sudan (2011-) Presidential Security Unit,Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,11,20
3660,3660,1477701,2014/11/19,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Upper Nile,Luakpiny/Nasir,,Nasir,8.6,33.0667,1,0,11,19
3661,3661,1477751,2014/11/18,2014,1,Battle-No change of territory,Unidentified Armed Group (South Sudan),Political militia,Police Forces of South Sudan (2011-),Government or mutinous force,13,Eastern Equatoria,Kapoeta South,Kapoeta,Kapoeta,4.7762,33.5829,1,0,11,18
3662,3662,1141680,2014/11/16,2014,2,Riots/Protests,Rioters (South Sudan),Rioters,Rioters (South Sudan),Rioters,55,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,0,11,16
3663,3663,1477939,2014/11/13,2014,1,Remote violence,Military Forces of Sudan (1989-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Upper Nile,Maban,,Bunj,9.9453,33.8094,2,3,11,13
3664,3664,1477940,2014/11/13,2014,2,Violence against civilians,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,11,13
3665,3665,563088,2014/11/12,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Eastern Equatoria,Kapoeta South,Kapoeta,Kapoeta,4.7762,33.5829,1,0,11,12
3666,3666,1477988,2014/11/12,2014,2,Riots/Protests,Protesters (South Sudan),Protesters,,0,60,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,1,0,11,12
3667,3667,1477989,2014/11/12,2014,1,Remote violence,Military Forces of Sudan (1989-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Upper Nile,Maban,,Bunj,9.9453,33.8094,2,4,11,12
3668,3668,1477990,2014/11/12,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,2,0,11,12
3669,3669,1478081,2014/11/10,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Upper Nile,Renk,Renk,Renk,11.75,32.8,2,0,11,10
3670,3670,1478082,2014/11/10,2014,1,Remote violence,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Jonglei,Fangak,Toch (Old Fangak),Fangak,9.0732,30.8793,2,0,11,10
3671,3671,1478083,2014/11/10,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Upper Nile,Renk,Renk,Dukduk,12.0375,33.0311,1,15,11,10
3672,3672,1478166,2014/11/8,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Unity,Pariang,,Toor,9.8553,29.7895,1,0,11,8
3673,3673,1478167,2014/11/8,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,2,11,8
3674,3674,563079,2014/11/7,2014,1,Riots/Protests,Protesters (South Sudan),Protesters,,0,60,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,0,11,7
3675,3675,1478201,2014/11/7,2014,1,Violence against civilians,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (Ethiopia),Civilians,17,Western Bahr el Ghazal,Raga,Raja,Raja,8.4624,25.681,1,0,11,7
3676,3676,1478323,2014/11/4,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,1,1,11,4
3677,3677,1478324,2014/11/4,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Eastern Equatoria,Kapoeta South,Kapoeta,Kapoeta,4.7762,33.5829,1,4,11,4
3678,3678,1478325,2014/11/4,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,2,0,11,4
3679,3679,1478326,2014/11/4,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Jonglei,Fangak,Toch (Old Fangak),Fangak,9.0732,30.8793,2,50,11,4
3680,3680,1478327,2014/11/4,2014,1,Riots/Protests,Rioters (South Sudan),Rioters,UNMISS: United Nations Mission in the Republic of South Sudan (2011-),Outside/external force (e.g. UN),58,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,11,4
3681,3681,1478328,2014/11/4,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Jonglei,Canal,Kurway,Atar,9.2533,31.3387,2,50,11,4
3682,3682,1478363,2014/11/3,2014,1,Battle-No change of territory,Unidentified Armed Group (South Sudan),Political militia,Police Forces of South Sudan (2011-),Government or mutinous force,13,Warrap,Tonj East,Luacjang,Ngabagok,7.9089,29.0933,1,1,11,3
3683,3683,563072,2014/11/3,2014,1,Riots/Protests,Protesters (South Sudan),Protesters,,0,60,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,0,11,3
3684,3684,1478364,2014/11/3,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,2,0,11,3
3685,3685,1478365,2014/11/3,2014,1,Remote violence,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Upper Nile,Panyikang,Panyidwai,Doleib Hill,9.3596,31.6054,1,0,11,3
3686,3686,1478366,2014/11/3,2014,2,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Jonglei,Canal,Kurway,Atar,9.2533,31.3387,2,0,11,3
3687,3687,1478367,2014/11/3,2014,2,Battle-Non-state actor overtakes territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Jonglei,Canal,Kurway,Atar,9.2533,31.3387,2,0,11,3
3688,3688,1478368,2014/11/3,2014,1,Battle-Government regains territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Jonglei,Canal,Kurway,Atar,9.2533,31.3387,2,0,11,3
3689,3689,1478418,2014/11/2,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,2,0,11,2
3690,3690,1478419,2014/11/2,2014,1,Remote violence,Military Forces of Sudan (1989-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Western Bahr el Ghazal,Raga,,Shumam,8.55,25.8,1,35,11,2
3691,3691,1478420,2014/11/2,2014,1,Remote violence,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Upper Nile,Panyikang,Panyidwai,Doleib Hill,9.3596,31.6054,1,0,11,2
3692,3692,563062,2014/11/1,2014,1,Battle-No change of territory,Tonj East Communal Militia (South Sudan),Ethnic militia,Tonj North Communal Militia (South Sudan),Ethnic militia,44,Warrap,Tonj North,Kuanjthii,Warrap,8.0948,28.6524,2,1,11,1
3693,3693,1478536,2014/10/30,2014,1,Battle-No change of territory,Unidentified Armed Group (South Sudan),Political militia,Military Forces of South Sudan (2011-),Government or mutinous force,13,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,10,30
3694,3694,1478537,2014/10/30,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,102,10,30
3695,3695,1478589,2014/10/29,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Unity,Mayom,Wichok,Wang-kay,9.0395,29.4857,1,0,10,29
3696,3696,1478590,2014/10/29,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,1,107,10,29
3697,3697,1478591,2014/10/29,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,11,10,29
3698,3698,1478592,2014/10/29,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,106,10,29
3699,3699,1478593,2014/10/29,2014,2,Battle-No change of territory,Kok Awac Clan Militia (South Sudan),Ethnic militia,Kok Keer Clan Militia (South Sudan),Ethnic militia,44,Lakes,Rumbek East,Balei,Ayen,6.59,29.68,2,5,10,29
3700,3700,1478682,2014/10/28,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,105,10,28
3701,3701,563050,2014/10/27,2014,1,Riots/Protests,Rioters (South Sudan),Rioters,Rioters (South Sudan),Rioters,55,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,10,27
3702,3702,563053,2014/10/27,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Equatoria,Yambio,Yambio,Yambio,4.5710000000000015,28.4104,2,2,10,27
3703,3703,1478718,2014/10/27,2014,1,Battle-No change of territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Unity,Rubkona,,Wanj Kay,9.03,29.49,1,10,10,27
3704,3704,1142498,2014/10/27,2014,1,Riots/Protests,Rioters (South Sudan),Rioters,Rioters (South Sudan),Rioters,55,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,1,10,27
3705,3705,563048,2014/10/27,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Equatoria,Mundri West,Mundri,Amadi,5.5147,30.3438,1,6,10,27
3706,3706,1478719,2014/10/27,2014,1,Battle-Non-state actor overtakes territory,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Military Forces of South Sudan (2011-),Government or mutinous force,12,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,2,95,10,27
3707,3707,563047,2014/10/26,2014,1,Riots/Protests,Rioters (South Sudan),Rioters,Rioters (South Sudan),Rioters,55,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,10,26
3708,3708,563046,2014/10/26,2014,1,Battle-No change of territory,Unidentified Armed Group (South Sudan),Political militia,Unidentified Armed Group (South Sudan),Political militia,33,Lakes,Awerial,,Dor,6.0603,31.2857,1,3,10,26
